"rent, rub/month",address,city,"price_per_sqm, rub/month","square, m^2",type,url,OSM_address,address_info,district,lat,lon,nearest_metro,distance_km,distance_center_km,distance_center_m,square_category,square_category_encoding
50400,Дербеневская набережная,Москва,1500,33,Универсальное помещение,https://msk.n1.ru/view/116193655/?open_card_kn,"Дербеневская набережная, 7 ст23, Москва, Россия","{'district': 'Даниловский район', 'lat': 55.7210213, 'lon': 37.6542485}",Даниловский район,55.7210213,37.6542485,"Москва, Дубровка",1.3816998271384182,4.05,4050,Маленькая,1
825000,Профсоюзная,Москва,15054,54,Универсальное помещение,https://msk.n1.ru/view/116193646/?open_card_kn,"Профсоюзная, 2/22, Москва, Россия","{'district': 'Академический район', 'lat': 55.6874844, 'lon': 37.5722576}",Академический район,55.6874844,37.5722576,"Москва, Академическая",0.08052484706645602,7.67,7670,Средняя,2
180000,Илимская,Москва,2903,62,Универсальное помещение,https://msk.n1.ru/view/116193547/?open_card_kn,"Илимская, 7, Москва, Россия","{'district': 'район Лианозово', 'lat': 55.889454, 'lon': 37.5827769}",район Лианозово,55.889454,37.5827769,"Москва, Алтуфьево",0.9840661108590847,15.55,15550,Средняя,2
550000,Краснопрудная,Москва,4782,115,Универсальное помещение,https://msk.n1.ru/view/116193545/?open_card_kn,"Краснопрудная, 22, Москва, Россия","{'district': 'Красносельский район', 'lat': 55.7790017, 'lon': 37.6664972}",Красносельский район,55.7790017,37.6664972,"Москва, Красносельская",0.14201379888218,4.32,4320,Средняя,2
70000,Хорошевское шоссе,Москва,2333,30,Универсальное помещение,https://msk.n1.ru/view/116193538/?open_card_kn,"Хорошевское шоссе, 41 корп. е, Москва, Россия","{'district': 'Хорошёвский район', 'lat': 55.7767608, 'lon': 37.5114036}",Хорошёвский район,55.7767608,37.5114036,"Москва, Хорошёво",0.24347008391360095,7.29,7290,Маленькая,1
15000,Электрозаводская,Москва,3000,5,Универсальное помещение,https://msk.n1.ru/view/116193532/?open_card_kn,"Электрозаводская, 14 ст1, Москва, Россия","{'district': 'район Соколиная Гора', 'lat': 55.7833116, 'lon': 37.7008531}",район Соколиная Гора,55.7833116,37.7008531,"Москва, Электрозаводская",0.25515394922846185,6.29,6290,Маленькая,1
503000,Измайловского Зверинца 1-я,Москва,1000,503,Универсальное помещение,https://msk.n1.ru/view/116193426/?open_card_kn,"Измайловского Зверинца 1-я, 8, Москва, Россия","{'district': 'район Измайлово', 'lat': 55.7711259, 'lon': 37.7478209}",район Измайлово,55.7711259,37.7478209,"Москва, Соколиная Гора",0.16792935677563514,8.42,8420,Крупная,4
150000,Петровско-Разумовский проезд,Москва,1923,78,Универсальное помещение,https://msk.n1.ru/view/116193428/?open_card_kn,"Петровско-Разумовский проезд, 16, Москва, Россия","{'district': 'Савёловский район', 'lat': 55.7981061, 'lon': 37.5686502}",Савёловский район,55.7981061,37.5686502,"Москва, Петровский парк",0.9920526970178231,6.08,6080,Средняя,2
1100000,Маросейка,Москва,8333,132,Универсальное помещение,https://msk.n1.ru/view/116193423/?open_card_kn,"Маросейка, 4/2 ст1, Москва, Россия","{'district': 'Басманный район', 'lat': 55.7573983, 'lon': 37.6325904}",Басманный район,55.7573983,37.6325904,"Москва, Китай-город",0.19863753001632278,1.12,1120,Большая,3
801208,Зои и Александра Космодемьянских,Москва,2916,274,Универсальное помещение,https://msk.n1.ru/view/116193128/?open_card_kn,"Зои и Александра Космодемьянских, 7а, Москва, Россия","{'district': 'Войковский район', 'lat': 55.82145, 'lon': 37.509359}",Войковский район,55.82145,37.509359,"Москва, Войковская",0.7590374005318958,10.39,10390,Большая,3
380000,Авиамоторная,Москва,1444,263,Универсальное помещение,https://msk.n1.ru/view/116193126/?open_card_kn,"Авиамоторная, 73а, Москва, Россия","{'district': 'район Лефортово', 'lat': 55.7357497, 'lon': 37.723083}",район Лефортово,55.7357497,37.723083,"Москва, Нижегородская",0.476947454941943,6.8,6800,Большая,3
250000,Каширское шоссе,Москва,1824,137,Универсальное помещение,https://msk.n1.ru/view/116193106/?open_card_kn,"Каширское шоссе, 7 корп. 3, Москва, Россия","{'district': 'район Орехово-Борисово Северное', 'lat': 55.6214321, 'lon': 37.7116397}",район Орехово-Борисово Северное,55.6214321,37.7116397,"Москва, Домодедовская",1.2548704385729292,15.6,15600,Большая,3
504375,Михневская,Москва,1002,503,Универсальное помещение,https://msk.n1.ru/view/116193107/?open_card_kn,"Михневская, 8, Москва, Россия","{'district': 'район Бирюлёво Восточное', 'lat': 55.5800752, 'lon': 37.6724181}",район Бирюлёво Восточное,55.5800752,37.6724181,"Москва, Покровское",3.5904773339580216,19.36,19360,Крупная,4
56000,Дмитровское шоссе,Москва,2333,24,Универсальное помещение,https://msk.n1.ru/view/116193099/?open_card_kn,"Дмитровское шоссе, 34 корп. 1, Москва, Россия","{'district': 'район Северный', 'lat': 55.9097516, 'lon': 37.5439581}",район Северный,55.9097516,37.5439581,"Москва, Марк",0.668409540417921,18.25,18250,Маленькая,1
300000,Измайловского Зверинца 1-я,Москва,1153,260,Универсальное помещение,https://msk.n1.ru/view/116193093/?open_card_kn,"Измайловского Зверинца 1-я, 8, Москва, Россия","{'district': 'район Измайлово', 'lat': 55.7711259, 'lon': 37.7478209}",район Измайлово,55.7711259,37.7478209,"Москва, Соколиная Гора",0.16792935677563514,8.42,8420,Большая,3
1390333,Ямского Поля 3-я,Москва,2866,485,Универсальное помещение,https://msk.n1.ru/view/116193085/?open_card_kn,"Ямского Поля 3-я, 22 ст3, Москва, Россия","{'district': 'район Беговой', 'lat': 55.7816942, 'lon': 37.5815869}",район Беговой,55.7816942,37.5815869,"Москва, Белорусская",0.5245558084696891,4.1,4100,Крупная,4
513500,Николоямская,Москва,3250,158,Универсальное помещение,https://msk.n1.ru/view/116192905/?open_card_kn,"Николоямская, 40/22 ст4, Москва, Россия","{'district': 'Таганский район', 'lat': 55.7469783, 'lon': 37.6632274}",Таганский район,55.7469783,37.6632274,"Москва, Марксистская",0.8642803088402922,2.85,2850,Большая,3
537000,Головинское шоссе,Москва,2079,258,Универсальное помещение,https://msk.n1.ru/view/116192903/?open_card_kn,"Головинское шоссе, 1, Москва, Россия","{'district': 'Головинский район', 'lat': 55.8400316, 'lon': 37.4885413}",Головинский район,55.8400316,37.4885413,"Москва, Водный стадион",0.10476828340265357,12.81,12810,Большая,3
300000,Варшавское шоссе,Москва,3333,90,Универсальное помещение,https://msk.n1.ru/view/116192902/?open_card_kn,"Варшавское шоссе, 1 ст1, Москва, Россия","{'district': 'Нагорный район', 'lat': 55.668616, 'lon': 37.62426}",Нагорный район,55.668616,37.62426,"Москва, Нагорная",0.9587607214477513,9.21,9210,Средняя,2
594750,Николоямская,Москва,3250,183,Универсальное помещение,https://msk.n1.ru/view/116192563/?open_card_kn,"Николоямская, 40/22 ст4, Москва, Россия","{'district': 'Таганский район', 'lat': 55.7469783, 'lon': 37.6632274}",Таганский район,55.7469783,37.6632274,"Москва, Марксистская",0.8642803088402922,2.85,2850,Большая,3
44500,Новокосинская,Москва,3178,14,Универсальное помещение,https://msk.n1.ru/view/116192561/?open_card_kn,"Новокосинская, 23, Москва, Россия","{'district': 'район Новокосино', 'lat': 55.7412408, 'lon': 37.8606825}",район Новокосино,55.7412408,37.8606825,"Москва, Новокосино",0.4790373635917128,15.25,15250,Маленькая,1
250000,Щепкина,Москва,2500,100,Универсальное помещение,https://msk.n1.ru/view/116192564/?open_card_kn,"Щепкина, 8, Москва, Россия","{'district': 'Мещанский район', 'lat': 55.7745903, 'lon': 37.629335}",Мещанский район,55.7745903,37.629335,"Москва, Сухаревская",0.1990987639517414,2.69,2690,Средняя,2
276575,Шлюзовая набережная,Москва,3084,89,Универсальное помещение,https://msk.n1.ru/view/116192558/?open_card_kn,"Шлюзовая набережная, 8 ст1, Москва, Россия","{'district': 'район Замоскворечье', 'lat': 55.7299555, 'lon': 37.6504931}",район Замоскворечье,55.7299555,37.6504931,"Москва, Павелецкая",0.7934606766958908,3.11,3110,Средняя,2
199100,Ленинский проспект,Москва,1826,109,Универсальное помещение,https://msk.n1.ru/view/116192553/?open_card_kn,"Ленинский проспект, 42 корп. 1, Москва, Россия","{'district': 'Обручевский район', 'lat': 55.6722129, 'lon': 37.5222663}",Обручевский район,55.6722129,37.5222663,"Москва, Новаторская",0.0576059658143221,10.67,10670,Средняя,2
1000000,Каланчевская,Москва,3279,304,Универсальное помещение,https://msk.n1.ru/view/116192418/?open_card_kn,"Каланчевская, 14 ст1, Москва, Россия","{'district': 'Красносельский район', 'lat': 55.7784572, 'lon': 37.646901}",Красносельский район,55.7784572,37.646901,"Москва, Площадь трёх вокзалов",0.37095061679384034,3.52,3520,Крупная,4
211001,Вятская,Москва,1667,126,Универсальное помещение,https://msk.n1.ru/view/116192413/?open_card_kn,"Вятская, 27 ст4, Москва, Россия","{'district': 'Савёловский район', 'lat': 55.7953162, 'lon': 37.582195}",Савёловский район,55.7953162,37.582195,"Москва, Савёловская",0.419084905663276,5.41,5410,Большая,3
69000,Центральная,Москва,3000,23,Универсальное помещение,https://msk.n1.ru/view/116192406/?open_card_kn,"Центральная, 1б, Москва, Россия","{'district': 'Район не найден', 'lat': 55.5635284, 'lon': 37.3546521}",Район не найден,55.5635284,37.3546521,"Москва, Филатов Луг",5.36134921787946,26.69,26690,Маленькая,1
613250,Вятская,Москва,2500,245,Универсальное помещение,https://msk.n1.ru/view/116192401/?open_card_kn,"Вятская, 27 ст4, Москва, Россия","{'district': 'Савёловский район', 'lat': 55.7953162, 'lon': 37.582195}",Савёловский район,55.7953162,37.582195,"Москва, Савёловская",0.419084905663276,5.41,5410,Большая,3
100000,Ленинградский проспект,Москва,8771,11,Универсальное помещение,https://msk.n1.ru/view/116192402/?open_card_kn,"Ленинградский проспект, 74а, Москва, Россия","{'district': 'район Аэропорт', 'lat': 55.8068989, 'lon': 37.5167602}",район Аэропорт,55.8068989,37.5167602,"Москва, Сокол",0.20957970220994113,8.89,8890,Маленькая,1
157275,Бережковская набережная,Москва,1125,139,Универсальное помещение,https://msk.n1.ru/view/116192303/?open_card_kn,"Бережковская набережная, 20 ст6, Москва, Россия","{'district': 'район Дорогомилово', 'lat': 55.7342017, 'lon': 37.5592697}",район Дорогомилово,55.7342017,37.5592697,"Москва, Студенческая",0.8524106672775752,4.17,4170,Большая,3
400000,Ибрагимова,Москва,753,531,Универсальное помещение,https://msk.n1.ru/view/116192147/?open_card_kn,"Ибрагимова, 31 корп. 11, Москва, Россия","{'district': 'район Соколиная Гора', 'lat': 55.7851804, 'lon': 37.7303442}",район Соколиная Гора,55.7851804,37.7303442,"Москва, Семёновская",0.6427068904653358,7.98,7980,Крупная,4
445000,Измайловского Зверинца 1-я,Москва,1000,445,Универсальное помещение,https://msk.n1.ru/view/116192058/?open_card_kn,"Измайловского Зверинца 1-я, 8, Москва, Россия","{'district': 'район Измайлово', 'lat': 55.7711259, 'lon': 37.7478209}",район Измайлово,55.7711259,37.7478209,"Москва, Соколиная Гора",0.16792935677563514,8.42,8420,Крупная,4
150000,Сиреневый бульвар,Москва,4838,31,Универсальное помещение,https://msk.n1.ru/view/116191979/?open_card_kn,"Сиреневый бульвар, 4/7, Москва, Россия","{'district': 'район Измайлово', 'lat': 55.7977434, 'lon': 37.7612933}",район Измайлово,55.7977434,37.7612933,"Москва, Локомотив",1.186720138934259,10.35,10350,Маленькая,1
424850,Олимпийский проспект,Москва,4834,87,Универсальное помещение,https://msk.n1.ru/view/116191881/?open_card_kn,"Олимпийский проспект, 16 ст1, Москва, Россия","{'district': 'Мещанский район', 'lat': 55.7852268, 'lon': 37.6224815}",Мещанский район,55.7852268,37.6224815,"Москва, Достоевская",0.5736746783697433,3.79,3790,Средняя,2
313500,Институтская 2-я,Москва,1500,209,Универсальное помещение,https://msk.n1.ru/view/116191880/?open_card_kn,"Институтская 2-я, 6 ст11, Москва, Россия","{'district': 'Рязанский район', 'lat': 55.7215841, 'lon': 37.7798031}",Рязанский район,55.7215841,37.7798031,"Москва, Окская",0.3869485642604499,10.66,10660,Большая,3
1453875,Маршала Жукова проспект,Москва,3750,387,Универсальное помещение,https://msk.n1.ru/view/116191826/?open_card_kn,"Маршала Жукова проспект, 30, Москва, Россия","{'district': 'район Хорошёво-Мнёвники', 'lat': 55.7762862, 'lon': 37.4746236}",район Хорошёво-Мнёвники,55.7762862,37.4746236,"Москва, Народное Ополчение",0.6867085759214688,9.45,9450,Крупная,4
115000,Мартеновская,Москва,3833,30,Универсальное помещение,https://msk.n1.ru/view/116191823/?open_card_kn,"Мартеновская, 15, Москва, Россия","{'district': 'район Перово', 'lat': 55.7547729, 'lon': 37.804196}",район Перово,55.7547729,37.804196,"Москва, Новогиреево",0.8547166202465873,11.67,11670,Маленькая,1
226000,Сокольнический Вал,Москва,3228,70,Универсальное помещение,https://msk.n1.ru/view/116191769/?open_card_kn,"Сокольнический Вал, 3, Москва, Россия","{'district': 'район Сокольники', 'lat': 55.7942529, 'lon': 37.6540709}",район Сокольники,55.7942529,37.6540709,"Москва, Рижская",0.833476726011942,5.29,5290,Средняя,2
993667,Малая Семеновская,Москва,1833,542,Универсальное помещение,https://msk.n1.ru/view/116191704/?open_card_kn,"Малая Семеновская, 30 ст1, Москва, Россия","{'district': 'район Преображенское', 'lat': 55.7844684, 'lon': 37.7064265}",район Преображенское,55.7844684,37.7064265,"Москва, Электрозаводская",0.3323189319209051,6.65,6650,Крупная,4
220000,1905 года,Москва,5500,40,Универсальное помещение,https://msk.n1.ru/view/116191676/?open_card_kn,"1905 года, 9 ст2, Москва, Россия","{'district': 'Пресненский район', 'lat': 55.770143, 'lon': 37.5559497}",Пресненский район,55.770143,37.5559497,"Москва, Улица 1905 года",0.689333723960146,4.45,4450,Маленькая,1
502500,Дербеневская набережная,Москва,1500,335,Универсальное помещение,https://msk.n1.ru/view/116191580/?open_card_kn,"Дербеневская набережная, 7 ст23, Москва, Россия","{'district': 'Даниловский район', 'lat': 55.7210213, 'lon': 37.6542485}",Даниловский район,55.7210213,37.6542485,"Москва, Дубровка",1.3816998271384182,4.05,4050,Крупная,4
28000,Дмитровское шоссе,Москва,2800,10,Универсальное помещение,https://msk.n1.ru/view/116191575/?open_card_kn,"Дмитровское шоссе, 34 корп. 1, Москва, Россия","{'district': 'район Северный', 'lat': 55.9097516, 'lon': 37.5439581}",район Северный,55.9097516,37.5439581,"Москва, Марк",0.668409540417921,18.25,18250,Маленькая,1
250000,Люсиновская,Москва,3094,80,Универсальное помещение,https://msk.n1.ru/view/116191318/?open_card_kn,"Люсиновская, 55, Москва, Россия","{'district': 'Даниловский район', 'lat': 55.7172264, 'lon': 37.6241826}",Даниловский район,55.7172264,37.6241826,"Москва, Тульская",0.9517108702830342,3.8,3800,Средняя,2
242000,Трехпрудный переулок,Москва,5627,43,Универсальное помещение,https://msk.n1.ru/view/116191310/?open_card_kn,"Трехпрудный переулок, 4 ст1, Москва, Россия","{'district': 'Пресненский район', 'lat': 55.7656163, 'lon': 37.5969578}",Пресненский район,55.7656163,37.5969578,"Москва, Маяковская",0.5182260179265857,2.09,2090,Маленькая,1
250000,Николая Старостина,Москва,1436,174,Универсальное помещение,https://msk.n1.ru/view/116191305/?open_card_kn,"Николая Старостина, 8, Москва, Россия","{'district': 'район Новокосино', 'lat': 55.730469, 'lon': 37.8532152}",район Новокосино,55.730469,37.8532152,"Москва, Новокосино",1.7638167860375502,14.93,14930,Большая,3
240000,Ладожская,Москва,14117,17,Универсальное помещение,https://msk.n1.ru/view/116191174/?open_card_kn,"Ладожская, 4/6 ст3, Москва, Россия","{'district': 'Бауманка', 'lat': 55.7716949, 'lon': 37.6882218}",Бауманка,55.7716949,37.6882218,"Москва, Бауманская",0.5062130563822175,4.94,4940,Маленькая,1
33000,Петровско-Разумовский проезд,Москва,2200,15,Универсальное помещение,https://msk.n1.ru/view/116191009/?open_card_kn,"Петровско-Разумовский проезд, 16, Москва, Россия","{'district': 'Савёловский район', 'lat': 55.7981061, 'lon': 37.5686502}",Савёловский район,55.7981061,37.5686502,"Москва, Петровский парк",0.9920526970178231,6.08,6080,Маленькая,1
1500000,Авиаконструктора Миля,Москва,2195,683,Универсальное помещение,https://msk.n1.ru/view/114838414/?open_card_kn,"Авиаконструктора Миля, 7, Москва, Россия","{'district': 'район Выхино-Жулебино', 'lat': 55.686483, 'lon': 37.8550904}",район Выхино-Жулебино,55.686483,37.8550904,"Москва, Жулебино",0.15029764530307013,16.53,16530,Очень крупная,5
90000,Новоподмосковный 3-й переулок,Москва,1480,60,Универсальное помещение,https://msk.n1.ru/view/115871033/?open_card_kn,"Новоподмосковный 3-й переулок, 6, Москва, Россия","{'district': 'Войковский район', 'lat': 55.8194901, 'lon': 37.5126079}",Войковский район,55.8194901,37.5126079,"Москва, Войковская",0.9149700795220388,10.09,10090,Средняя,2
300000,Мустая Карима,Москва,3239,92,Универсальное помещение,https://msk.n1.ru/view/115871032/?open_card_kn,"Мустая Карима, 12, Москва, Россия","{'district': 'Даниловский район', 'lat': 55.6882003, 'lon': 37.6595221}",Даниловский район,55.6882003,37.6595221,"Москва, Технопарк",0.7492505911827179,7.48,7480,Средняя,2
550000,Никулинская,Москва,1125,488,Универсальное помещение,https://msk.n1.ru/view/115871030/?open_card_kn,"Никулинская, 11 корп. 4, Москва, Россия","{'district': 'район Очаково-Матвеевское', 'lat': 55.6727565, 'lon': 37.4474982}",район Очаково-Матвеевское,55.6727565,37.4474982,"Москва, Озёрная",0.26032905975927334,13.85,13850,Крупная,4
230000,Борисовские Пруды,Москва,5897,39,Универсальное помещение,https://msk.n1.ru/view/111084514/?open_card_kn,"Борисовские Пруды, 26, Москва, Россия","{'district': 'район Братеево', 'lat': 55.6390774, 'lon': 37.7593768}",район Братеево,55.6390774,37.7593768,"Москва, Алма-Атинская",0.804473927734436,15.31,15310,Маленькая,1
325000,Вертолетчиков,Москва,2850,114,Универсальное помещение,https://msk.n1.ru/view/111084337/?open_card_kn,"Вертолетчиков, 4 корп. 6, Москва, Россия","{'district': 'район Некрасовка', 'lat': 55.7000748, 'lon': 37.9410737}",район Некрасовка,55.7000748,37.9410737,"Москва, Некрасовка",0.8988481800587169,21.06,21060,Средняя,2
20000,Врачебный проезд,Москва,6666,3,Универсальное помещение,https://msk.n1.ru/view/115870936/?open_card_kn,"Врачебный проезд, 10, Москва, Россия","{'district': 'район Покровское-Стрешнево', 'lat': 55.8131925, 'lon': 37.4618002}",район Покровское-Стрешнево,55.8131925,37.4618002,"Москва, Щукинская",0.2785709417532887,12.01,12010,Маленькая,1
482383,Днепропетровская,Москва,2978,162,Универсальное помещение,https://msk.n1.ru/view/111082938/?open_card_kn,"Днепропетровская, 2, Москва, Россия","{'district': 'район Чертаново Северное', 'lat': 55.6229745, 'lon': 37.6040459}",район Чертаново Северное,55.6229745,37.6040459,"Москва, Южная",0.33169526719919823,14.31,14310,Большая,3
180000,Лобановский Лес,Москва,2500,72,Универсальное помещение,https://msk.n1.ru/view/111082075/?open_card_kn,"Лобановский Лес, 9, Москва, Россия","{'district': 'Жилой комплекс «Прокшино»', 'lat': 55.5942682, 'lon': 37.4304475}",Жилой комплекс «Прокшино»,55.5942682,37.4304475,"Москва, Прокшино",0.8847333651834546,21.1,21100,Средняя,2
40000,Лухмановская,Москва,666,60,Универсальное помещение,https://msk.n1.ru/view/114450594/?open_card_kn,"Лухмановская, 17 корп. 1, Москва, Россия","{'district': 'район Косино-Ухтомский', 'lat': 55.7170907, 'lon': 37.9000222}",район Косино-Ухтомский,55.7170907,37.9000222,"Москва, Лухмановская",0.9554320253796484,18.09,18090,Средняя,2
420000,Красная Пресня,Москва,10500,40,Универсальное помещение,https://msk.n1.ru/view/113380703/?open_card_kn,"Красная Пресня, 38, Москва, Россия","{'district': 'Пресненский район', 'lat': 55.7627226, 'lon': 37.5658493}",Пресненский район,55.7627226,37.5658493,"Москва, Улица 1905 года",0.3570240247543986,3.54,3540,Маленькая,1
900000,Ярославское шоссе,Москва,1406,640,Универсальное помещение,https://msk.n1.ru/view/111537699/?open_card_kn,"Ярославское шоссе, 124, Москва, Россия","{'district': 'Ярославский район', 'lat': 55.8707547, 'lon': 37.7133694}",Ярославский район,55.8707547,37.7133694,"Москва, Бабушкинская",3.078090661343761,14.58,14580,Очень крупная,5
180000,Таллинская,Москва,1500,120,Универсальное помещение,https://msk.n1.ru/view/115869694/?open_card_kn,"Таллинская, 32 корп. 4, Москва, Россия","{'district': 'район Строгино', 'lat': 55.8012098, 'lon': 37.3867058}",район Строгино,55.8012098,37.3867058,"Москва, Строгино",1.061796917871067,15.57,15570,Большая,3
350000,Оружейный переулок,Москва,5384,65,Универсальное помещение,https://msk.n1.ru/view/109808910/?open_card_kn,"Оружейный переулок, 15 ст1, Москва, Россия","{'district': 'Тверской район', 'lat': 55.7710526, 'lon': 37.5979655}",Тверской район,55.7710526,37.5979655,"Москва, Маяковская",0.20646056089539702,2.55,2550,Средняя,2
85000,Рождественская,Москва,2125,40,Универсальное помещение,https://msk.n1.ru/view/115869633/?open_card_kn,"Рождественская, 21 корп. 2, Москва, Россия","{'district': 'район Некрасовка', 'lat': 55.7033453, 'lon': 37.9311367}",район Некрасовка,55.7033453,37.9311367,"Москва, Некрасовка",0.21263821277200898,20.36,20360,Маленькая,1
1500000,Арбат,Москва,9986,150,Универсальное помещение,https://msk.n1.ru/view/110688001/?open_card_kn,"Арбат, 29, Москва, Россия","{'district': 'район Арбат', 'lat': 55.7514333, 'lon': 37.5773356}",район Арбат,55.7514333,37.5773356,"Москва, Смоленская",0.45329630868631327,2.58,2580,Большая,3
312300,Ягодная,Москва,1500,208,Универсальное помещение,https://msk.n1.ru/view/109378078/?open_card_kn,"Ягодная, 8 корп. 3, Москва, Россия","{'district': 'район Бирюлёво Восточное', 'lat': 55.5804404, 'lon': 37.6770818}",район Бирюлёво Восточное,55.5804404,37.6770818,"Москва, Покровское",3.7760052250035865,19.37,19370,Большая,3
200000,Молодцова,Москва,2000,100,Универсальное помещение,https://msk.n1.ru/view/112585707/?open_card_kn,"Молодцова, 21, Москва, Россия","{'district': 'район Южное Медведково', 'lat': 55.8783191, 'lon': 37.6307791}",район Южное Медведково,55.8783191,37.6307791,"Москва, Бибирево",1.8129369472488368,14.17,14170,Средняя,2
250000,Мустая Карима,Москва,2378,105,Универсальное помещение,https://msk.n1.ru/view/115869217/?open_card_kn,"Мустая Карима, 12, Москва, Россия","{'district': 'Даниловский район', 'lat': 55.6882003, 'lon': 37.6595221}",Даниловский район,55.6882003,37.6595221,"Москва, Технопарк",0.7492505911827179,7.48,7480,Средняя,2
530000,Широкая,Москва,3117,170,Универсальное помещение,https://msk.n1.ru/view/112585350/?open_card_kn,"Широкая, 29, Москва, Россия","{'district': 'район Северное Медведково', 'lat': 55.8877758, 'lon': 37.6770571}",район Северное Медведково,55.8877758,37.6770571,"Москва, Медведково",0.975656192868371,15.64,15640,Большая,3
1490000,Новослободская,Москва,2483,600,Универсальное помещение,https://msk.n1.ru/view/115523162/?open_card_kn,"Новослободская, 3, Москва, Россия","{'district': 'Тверской район', 'lat': 55.7831255, 'lon': 37.5984906}",Тверской район,55.7831255,37.5984906,"Москва, Менделеевская",0.3146943463332661,3.76,3760,Очень крупная,5
50000,Марксистская,Москва,5000,10,Универсальное помещение,https://msk.n1.ru/view/114831173/?open_card_kn,"Марксистская, 20 ст1, Москва, Россия","{'district': 'Таганский район', 'lat': 55.740993, 'lon': 37.6558829}",Таганский район,55.740993,37.6558829,"Москва, Марксистская",0.1460583408843611,2.61,2610,Маленькая,1
75000,Сиреневый бульвар,Москва,1875,40,Универсальное помещение,https://msk.n1.ru/view/114118451/?open_card_kn,"Сиреневый бульвар, 60, Москва, Россия","{'district': 'район Восточное Измайлово', 'lat': 55.8025474, 'lon': 37.8257104}",район Восточное Измайлово,55.8025474,37.8257104,"Москва, Щёлковская",1.8559550576567756,14.21,14210,Маленькая,1
129000,Коктебельская,Москва,2224,58,Универсальное помещение,https://msk.n1.ru/view/114118161/?open_card_kn,"Коктебельская, 4 корп. 1, Москва, Россия","{'district': 'район Северное Бутово', 'lat': 55.5663397, 'lon': 37.5878438}",район Северное Бутово,55.5663397,37.5878438,"Москва, Бульвар Дмитрия Донского",0.7503803960973198,20.68,20680,Средняя,2
1245720,Кировоградская,Москва,1200,1038,Универсальное помещение,https://msk.n1.ru/view/113372752/?open_card_kn,"Кировоградская, 9 корп. 4, Москва, Россия","{'district': 'район Чертаново Центральное', 'lat': 55.6055521, 'lon': 37.6007958}",район Чертаново Центральное,55.6055521,37.6007958,"Москва, Пражская",0.7823814687764615,16.26,16260,Очень крупная,5
1100000,Марка Шагала набережная,Москва,4471,246,Универсальное помещение,https://msk.n1.ru/view/114117746/?open_card_kn,"Марка Шагала набережная, 11 корп. 1, Москва, Россия","{'district': 'Даниловский район', 'lat': 55.6966997, 'lon': 37.6303975}",Даниловский район,55.6966997,37.6303975,"Москва, ЗИЛ",0.9473698390569435,6.12,6120,Большая,3
800000,Садовническая,Москва,4371,183,Универсальное помещение,https://msk.n1.ru/view/114117741/?open_card_kn,"Садовническая, 29, Москва, Россия","{'district': 'район Замоскворечье', 'lat': 55.7461668, 'lon': 37.636396}",район Замоскворечье,55.7461668,37.636396,"Москва, Новокузнецкая",0.6768243530007252,1.26,1260,Большая,3
545500,Циолковского,Москва,1666,327,Универсальное помещение,https://msk.n1.ru/view/113372536/?open_card_kn,"Циолковского, 7, Москва, Россия","{'district': 'район Покровское-Стрешнево', 'lat': 55.8283904, 'lon': 37.448552}",район Покровское-Стрешнево,55.8283904,37.448552,"Москва, Тушинская",0.4732838638694786,13.69,13690,Крупная,4
600000,Эдуарда Стрельцова,Москва,3804,157,Универсальное помещение,https://msk.n1.ru/view/115868044/?open_card_kn,"Эдуарда Стрельцова, 2 корп. 1, Москва, Россия","{'district': 'Даниловский район', 'lat': 55.715865, 'lon': 37.6518674}",Даниловский район,55.715865,37.6518674,"Москва, Автозаводская",1.0245277879714558,4.46,4460,Большая,3
50000,Энтузиастов 2-я,Москва,1515,33,Универсальное помещение,https://msk.n1.ru/view/115522629/?open_card_kn,"Энтузиастов 2-я, 5 корп. 40, Москва, Россия","{'district': 'район Перово', 'lat': 55.7493072, 'lon': 37.7273234}",район Перово,55.7493072,37.7273234,"Москва, Авиамоторная",0.40135791797618114,6.84,6840,Маленькая,1
150000,Тенистый проезд,Москва,1829,82,Универсальное помещение,https://msk.n1.ru/view/115868043/?open_card_kn,"Тенистый проезд, 2 корп. 1, Москва, Россия","{'district': 'район Свиблово', 'lat': 55.8598318, 'lon': 37.6366718}",район Свиблово,55.8598318,37.6366718,"Москва, Свиблово",1.138431185990241,12.14,12140,Средняя,2
65000,Марксистская,Москва,4642,14,Универсальное помещение,https://msk.n1.ru/view/114830590/?open_card_kn,"Марксистская, 20 ст1, Москва, Россия","{'district': 'Таганский район', 'lat': 55.740993, 'lon': 37.6558829}",Таганский район,55.740993,37.6558829,"Москва, Марксистская",0.1460583408843611,2.61,2610,Маленькая,1
356200,Петра Алексеева,Москва,2600,137,Универсальное помещение,https://msk.n1.ru/view/115522561/?open_card_kn,"Петра Алексеева, 10, Москва, Россия","{'district': 'Можайский район', 'lat': 55.7177592, 'lon': 37.4278479}",Можайский район,55.7177592,37.4278479,"Москва, Рабочий Посёлок",1.2040741433478401,12.54,12540,Большая,3
125000,Мира проспект,Москва,3906,32,Универсальное помещение,https://msk.n1.ru/view/108871792/?open_card_kn,"Мира проспект, 3 корп. 1, Москва, Россия","{'district': 'Алексеевский район', 'lat': 55.8246763, 'lon': 37.6458044}",Алексеевский район,55.8246763,37.6458044,"Москва, ВДНХ",0.48635008468025404,8.35,8350,Маленькая,1
